name,price,discount,url,image,rating,comments
"(Chính Hãng) Phụ Kiện Gas, Xăng, Đá Clipper chai lớn dùng cho bật lửa Gas, Xăng đá - Phụ Kiện Bật lửa.","30,000", -25%,https://www.lazada.vn/products/pdp-i2274227213-s10994228674.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A10994228674%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A30000%3BdisplayPrice%3A30000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/p/b0f5ecb671f329155ea5fbc896918dbf.jpg_400x400q80.jpg,98,(119)
Máy sạc bình ắc quy tự động 12V 6A 4AH-120AH Foxsur sạc ắc quy ô tô sạc ắc quy xe máy tự ngắt khi đầy chống ngược cực có chức năng khử sunfat HÀNG CHÍNH HÃNG sac binh ac quy 12v sac acquy,"173,000", -46%,https://www.lazada.vn/products/pdp-i2084953036-s9779967090.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A9779967090%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A173000%3BdisplayPrice%3A173000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(106)
Kun Sôcôla lúa mạch có Thạch thùng 48 hộp x 170ml,"424,000", -10%,https://www.lazada.vn/products/pdp-i2952535860-s14244038325.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14244038325%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A424000%3BdisplayPrice%3A424000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(313)
"(Loại 1) Giày Thể Thao Siêu Nhẹ Cho Bé Trai Bé Gái, Giày Đi Học Cho Bé Gái, Giày Bé Trai Phối Lưới Thoáng Khí Đế Mềm Chống Trượt","97,000", -40%,https://www.lazada.vn/products/pdp-i2346166830-s11411074441.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11411074441%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A97000%3BdisplayPrice%3A97000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/p/847c5834bff4ba5df85b54151d8da887.jpg_400x400q80.jpg,100,(157)
Thùng 24 Lon Nước Tăng Lực Sting Vàng (320ml/lon),"205,000", -15%,https://www.lazada.vn/products/pdp-i2041467200-s9528109171.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A9528109171%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A205000%3BdisplayPrice%3A205000%3BsinglePromotionId%3A900000052384018%3BsingleToolCode%3AmillionSubsidy%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(4039)
Áo polo nam cổ bẻ BASIC thiết kế hoạ tiết Monogram hiếm có khó tìm đẳng cấp 2025 - B01,"130,000", -48%,https://www.lazada.vn/products/pdp-i3057887621-s14708957680.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14708957680%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A130000%3BdisplayPrice%3A130000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/p/d1fae2515a2357ce1ced76b74e6a7404.jpg_400x400q80.jpg,96,(210)
"[Fr] Dao rọc giấy cán inox KX có lưỡi thép cắt sắc bén cho công việc văn phòng, có ốc tăng đưa vô cùng tiện dụng cán dao bằng","5,500", -50%,https://www.lazada.vn/products/pdp-i2893377094-s13978384634.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13978384634%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A5500%3BdisplayPrice%3A5500%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/p/cc52bba84e4250907a4ac113f963f8a0.jpg_400x400q80.jpg,96,(37)
"Hộp 100 Cái=50 Đôi Găng Tay Cao Su Không Bột VINYL Màu Đen Trắng Xanh Trong Suốt Size S,M,L Dùng Chế Biến, Thẩm Mỹ, Xăm","59,900", -50%,https://www.lazada.vn/products/pdp-i1606250473-s9791970551.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A9791970551%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A59900%3BdisplayPrice%3A59900%3BsinglePromotionId%3A900000052454030%3BsingleToolCode%3AstoreFlashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/ff/kf/S9068282643f84ea291a44568a788bd7fC.jpg_400x400q80.jpg,98,(495)
Bộ móc khóa Bát tụ bảo phong thủy 12 con giáp tài lộc gồm 5 món làm bằng hợp kim kẽm và đồng thau,"44,900", -36%,https://www.lazada.vn/products/pdp-i3079615608-s14788435916.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14788435916%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A44900%3BdisplayPrice%3A44900%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/p/d3cc80348058f4fa02ed5afb9ea32f2a.jpg_400x400q80.jpg,100,(35)
nước mắm hưng thịnh 40 độ đạm 750ml,"90,000",No discount,https://www.lazada.vn/products/pdp-i2232760087-s10721779176.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A10721779176%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A90000%3BdisplayPrice%3A90000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/ff/kf/S24c53e84a1de4372933fce106ffe635c9.jpg_400x400q80.jpg,100,(605)
[12-13/9 - XU 20%] Kem Đánh Răng CREST Nhập Khẩu Mỹ 3D White Radiant Mint Tuýp 93G,"153,000", -12%,https://www.lazada.vn/products/pdp-i2355905095-s11448854253.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11448854253%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A153000%3BdisplayPrice%3A153000%3BsinglePromotionId%3A900000051332024%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(569)
"Xi kem chuyên sửa chữa đồ da bị vết trầy xước, bong tróc giày, túi ví, áo, ghế da EIDECHSE 50ml XDG08","59,000", -51%,https://www.lazada.vn/products/pdp-i1636794542-s7721195131.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A7721195131%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A59000%3BdisplayPrice%3A59000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(465)
"HANAJIRUSHI【CHÍNH HẢNG】Tẩy Trang 380ml (Phiên Bản Mới) + Bông Tẩy Trang 30 Miếng - Sạch Sâu Không Kích Ứng, Dịu Nhẹ Da Nhạy Cảm","169,000", -54%,https://www.lazada.vn/products/pdp-i1609227791-s14815151218.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14815151218%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A169000%3BdisplayPrice%3A169000%3BsinglePromotionId%3A900000052394159%3BsingleToolCode%3AstoreFlashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(553)
[TẶNG QUÀ] Cà Phê Sầu Riêng Durikopi Hòa Tan - Instant Delight – Hộp 160gr (10 Gói) - Cafe Hòa Tan Chính Hãng Ban Me Gold - REXSUN,"31,680", -1%,https://www.lazada.vn/products/pdp-i2687662481-s14199124825.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14199124825%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A31680%3BdisplayPrice%3A31680%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(126)
Ba Rọi Cháy Tỏi Giòn Ngon VIETTIN MART,"87,400", -51%,https://www.lazada.vn/products/pdp-i2296130353-s11139757577.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11139757577%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A87400%3BdisplayPrice%3A87400%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(265)
Loa Bluetooth Di Động Bose Soundlink Max,"9,989,000",No discount,https://www.lazada.vn/products/pdp-i2708322385-s13264333868.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13264333868%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A9989000%3BdisplayPrice%3A9989000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(17)
Maybelline Super Stay Up To 30H Lumi-Matte Foundation 35ml,"295,000", -15%,https://www.lazada.vn/products/pdp-i2716928867-s13264719364.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13264719364%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A295000%3BdisplayPrice%3A295000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(14)
"Ô Dù Che Mưa Đi Nắng 12 Nan Tự Động Xếp Gấp Gọn, Chống Uv Cao Cấp","99,000", -47%,https://www.lazada.vn/products/pdp-i2257333324-s10876202871.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A10876202871%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A99000%3BdisplayPrice%3A99000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(272)
Bánh Pía Kim Sa Phúc An - Vị Lá Dứa,"42,000", -9%,https://www.lazada.vn/products/pdp-i2834309427-s13783820000.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13783820000%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A42000%3BdisplayPrice%3A42000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(85)
áo thun chất cotton khô 3158 form rộng tay lỡ - Pa - ris,"55,000", -44%,https://www.lazada.vn/products/pdp-i2646972401-s12914074318.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A12914074318%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A55000%3BdisplayPrice%3A55000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,https://img.lazcdn.com/g/ff/kf/S00302c84f2c943b6bb45219b805d1551R.jpg_400x400q80.jpg,90,(127)
UGREEN Miếng lót chuột máy tính để bàn màu trơn cao cấp tiện lợi,"91,575", -7%,https://www.lazada.vn/products/pdp-i3073723267-s14770841278.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14770841278%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A91575%3BdisplayPrice%3A91575%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(46)
"A combo of 4 derailleur shampoo and Dego pharmaceutical White active shampoo-dipper shampoo, mushroom shampoo, itchy, improve white scaling, horn, candle scales, reduce hair loss and promote growth-imported from Germany material","599,000", -62%,https://www.lazada.vn/products/pdp-i1118970610-s3936828801.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A3936828801%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A599000%3BdisplayPrice%3A599000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(440)
[300 offer 30 packs + M &'s ceramic cup] Combo 3 PCs sing-gum cool air mint-eucalyptus 100 bag 2 PCs candy,"287,000", -10%,https://www.lazada.vn/products/pdp-i3121994091-s14918848912.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14918848912%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A287000%3BdisplayPrice%3A287000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,100,(76)
[HCM]Băng Bảo Vệ Đầu Gối Dán Gối Aolikes A-7618 (Kèm Lò Xo),"105,000", -30%,https://www.lazada.vn/products/pdp-i637500481-s1505780368.html?pvid=ea8437d1-e456-4d46-9170-fda07d71ba53&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A1505780368%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Aea8437d1-e456-4d46-9170-fda07d71ba53%3BoriginPrice%3A105000%3BdisplayPrice%3A105000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734797574,No image,98,(604)
"[SỐC CỦA SALE] điện thoại RENO4 Z 5G 2sim ram 12G/256G máy Chính Hãng, Cấu hình Cao khủng, Chiến mọi game nặng siêu mượt,  PNBN3","268,000", -34%,https://www.lazada.vn/products/pdp-i2859783219-s13882152970.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13882152970%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A268000%3BdisplayPrice%3A268000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,https://img.lazcdn.com/g/p/c1831293619940a5e34506def85ec508.jpg_400x400q80.jpg,94,(96)
Gương kiếng chiếu hậu trái phải Ex150 chân cong gọn gàng và gắn được nhiều dòng xe yamaha ( cặp trái phải ) có bán lẻ 1 bên,"15,246", -53%,https://www.lazada.vn/products/pdp-i2417765349-s11951771631.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11951771631%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A15246%3BdisplayPrice%3A15246%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,https://img.lazcdn.com/g/p/58aad4727ab0d56f27e39fc19b50a5ed.jpg_400x400q80.jpg,94,(472)
"Bộ quần áo bóng đá, đồ đá banh, bộ đồ thể thao Bulbal CLB  siêu thấm hút mồ hôi kháng khuẩn không gây mùi cơ thể","39,000", -72%,https://www.lazada.vn/products/pdp-i1356425180-s5600169957.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A5600169957%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A39000%3BdisplayPrice%3A39000%3BsinglePromotionId%3A900000052330253%3BsingleToolCode%3AstoreFlashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(2971)
"Khăn Tắm, Khăn Gội Đầu, Khăn Lau Mặt LOTUS TOWEL 100% Cotton Cao Cấp Mềm Mịn, Thấm Hút, Không Ra Màu","8,268", -56%,https://www.lazada.vn/products/pdp-i2395666012-s11669996087.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11669996087%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A8268%3BdisplayPrice%3A8268%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(6900)
Bộ 12 hộp Creamer đặc có đường Tài Lộc - Hộp giấy 380g,"188,568", -19%,https://www.lazada.vn/products/pdp-i2477436842-s12132298910.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A12132298910%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A188568%3BdisplayPrice%3A188568%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,100,(5451)
"Điện thoại giá rẻ Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, - BM1MS","268,000",No discount,https://www.lazada.vn/products/pdp-i2917431472-s14091233096.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14091233096%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A268000%3BdisplayPrice%3A268000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,https://img.lazcdn.com/g/p/e90f118a583b0a94b8d68a63ea03f6e4.jpg_400x400q80.jpg,92,(52)
"DAIMEISHU Star bracelet design, versatile whitening and sweet bracelet","10,000", -83%,https://www.lazada.vn/products/pdp-i3001799169-s14464668354.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14464668354%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A10000%3BdisplayPrice%3A10000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(842)
Lifebuoy Detox and Protects from Bacteria Hasaki Shower Gel Genuine Product,"170,000", -21%,https://www.lazada.vn/products/pdp-i2704857531-s13211949982.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13211949982%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A170000%3BdisplayPrice%3A170000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,100,(1212)
"Lưỡi Dao - Máy Xay Thịt Đa Năng, Máy Xay Thịt 2L, Loại 4 Lưỡi Kép Sắc Bén Không Rỉ","16,000", -47%,https://www.lazada.vn/products/pdp-i2474372422-s12116442781.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A12116442781%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A16000%3BdisplayPrice%3A16000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805649,https://img.lazcdn.com/g/p/a5c84d6e001c13620973ece8eda50a83.jpg_400x400q80.jpg,90,(89)
"Thức Uống Dinh Dưỡng Want Want Opao Thùng 125ml Nhiều Vị, Sữa Chua Uống Tiệt Trùng Tự Nhiên","198,000",No discount,https://www.lazada.vn/products/pdp-i2955209674-s14252188277.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14252188277%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A198000%3BdisplayPrice%3A198000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(1983)
Thùng 24 Lon Nước Ngọt Có Gaz Mirinda Dứa (320ml/lon),"214,000", -14%,https://www.lazada.vn/products/pdp-i3101460207-s14862407574.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14862407574%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A214000%3BdisplayPrice%3A214000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(80)
Combo 2 túi Nước giặt OMO Matic  túi 3.6/3.9/4.1kg (bao bì tùy lô nhập hàng),"436,000", -16%,https://www.lazada.vn/products/pdp-i973448271-s12863367926.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A12863367926%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A436000%3BdisplayPrice%3A436000%3BsinglePromotionId%3A900000052384018%3BsingleToolCode%3AmillionSubsidy%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,100,(40289)
"[MUA 5 TẶNG 1] Khăn giấy lụa, khăn đa năng PREMIER VinaTissue 2 lớp 100% bột giấy nguyên sinh, không chất tẩy 280 tờ","101,000", -46%,https://www.lazada.vn/products/pdp-i1465875113-s6080623320.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A6080623320%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A101000%3BdisplayPrice%3A101000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,100,(5946)
"Quạt Tích Điện Kẹp Bàn Mini 5 Mức Gió Có Đèn LED,  Cao Cấp Đa Năng Màu Ngẫu Nhiên Cao Cấp","54,398", -39%,https://www.lazada.vn/products/pdp-i3090693790-s14833027391.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14833027391%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A54398%3BdisplayPrice%3A54398%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,https://img.lazcdn.com/g/p/b584b7de99408f39691b182736a2e64e.jpg_400x400q80.jpg,96,(25)
VINTLOOK 66W/120W Android super fast charging charger suitable for type-c interface,"9,000", -40%,https://www.lazada.vn/products/pdp-i3086978477-s14817240642.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14817240642%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A9000%3BdisplayPrice%3A9000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,84,(1404)
