name,price,discount,url,image,rating,comments
Outtobe Mini Torch Light Keychain Light Outdoor Portable Mini Flashlight 180° Rotation Dual Light Source Ultra Light Strong Light Waterproof Red/Blue Floodlight Strong  Adsorption Base Hat Clip Design,"98,000", -62%,https://www.lazada.vn/products/pdp-i2724835680-s13313910957.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13313910957%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A98000%3BdisplayPrice%3A98000%3BsinglePromotionId%3A900000051332024%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(150)
"Set of 2 Colgate Antibacterial, Alcohol-Free Mouthwash 500Ml/Bottle","125,000", -40%,https://www.lazada.vn/products/pdp-i872900036-s11543971699.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11543971699%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A125000%3BdisplayPrice%3A125000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(3503)
"[ Độc Quyền Online ] Hộp Bánh Trung Thu Kinh Đô Cao Cấp ""Chuyến Tàu Ánh Trăng"" (4 Bánh X 150G)","387,000", -16%,https://www.lazada.vn/products/pdp-i2383608717-s11589043525.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11589043525%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A387000%3BdisplayPrice%3A387000%3BsinglePromotionId%3A900000052416140%3BsingleToolCode%3AmillionSubsidy%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,98,(831)
[VC 15% tối đa 80K đơn 399K] Sữa Rửa Mặt Simple lành tính và hiệu quả cho mọi loại da 150ml,"112,000", -20%,https://www.lazada.vn/products/pdp-i1472744963-s6121344095.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A6121344095%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A112000%3BdisplayPrice%3A112000%3BsinglePromotionId%3A900000052384018%3BsingleToolCode%3AmillionSubsidy%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,100,(11887)
Bộ 6 hộp Creamer đặc có đường Tài Lộc - Hộp giấy 380g,"94,284", -19%,https://www.lazada.vn/products/pdp-i2421017638-s11928324586.html?pvid=4e980931-6ebc-481a-9e9d-ac4410395f2f&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11928324586%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A4e980931-6ebc-481a-9e9d-ac4410395f2f%3BoriginPrice%3A94284%3BdisplayPrice%3A94284%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734805648,No image,100,(23808)
Tai nghe X55TWS Bluetooth 5.49 mới Thiết kế đơn giản Mic LED Hiển thị Giảm tiếng ồn HIFI Tai nghe không dây Tai nghe Mini chống nước khi ngủ Tai nghe âm thanh nổi,"56,000", -30%,https://www.lazada.vn/products/pdp-i3124362431-s14977205547.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14977205547%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A56000%3BdisplayPrice%3A56000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/ff/kf/S36684693c9304b9bad6dd99d52bdb80cp.jpg_400x400q80.jpg,98,(67)
VINTLOOK 120W Multi-Port Fast Charging Charger Dual PD + Dual Type-c Mobile Phone Charging Plug,"29,000", -46%,https://www.lazada.vn/products/pdp-i3036168876-s14605057350.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14605057350%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A29000%3BdisplayPrice%3A29000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,94,(568)
"Vận chuyển nhanh!100/50 miếng bỉm quần/ dán Baby Pants , hàng xuất Nhật, bỉm mềm, mỏng, thấm hút tốt, hàng chính hãng.size S M L XL XXL XXXL XXXXL","92,000", -6%,https://www.lazada.vn/products/pdp-i2600208985-s12667980453.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A12667980453%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A92000%3BdisplayPrice%3A92000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(3379)
"Mạch quạt điều khiển từ xa LOẠI TỐT TIẾNG VIỆT MẠCH TO IC 14 CHÂN CÓ CẦU CHÌ BẢO VỆ CHẤT LƯỢNG CAO dành cho các loại quạt điện, quạt đứng bàn quạt cây...CÓ SƠ ĐỒ HƯỚNG DẪN ĐẤU NỐI","32,500", -47%,https://www.lazada.vn/products/pdp-i2046501954-s9553006298.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A9553006298%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A32500%3BdisplayPrice%3A32500%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(1738)
"Áo Mưa Bộ VIP BOLY  , Siêu Bền Không Thấm Nước Size Từ 45 Tới 90Kg TẶNG KÈM 10 KHẨU TRANG KHÔNG VAN","109,956", -52%,https://www.lazada.vn/products/pdp-i2704407049-s14530962514.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14530962514%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A109956%3BdisplayPrice%3A109956%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/3587215533f9e5800e370265407db836.jpg_400x400q80.jpg,94,(57)
Combo 2 Nước Giặt Xả Chanté Cao Cấp 8 Trong 1 Túi X 3.4Kg/3.05KG,"210,000", -31%,https://www.lazada.vn/products/pdp-i2688884900-s14002900143.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14002900143%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A210000%3BdisplayPrice%3A210000%3BsinglePromotionId%3A900000052384018%3BsingleToolCode%3AmillionSubsidy%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(4582)
Giày Thể Thao Nam Mặt Lưới Mẫu Mới Mùa Hè Giày Nam Thoải Mái Thoáng Khí Giày Nam Dễ Phối,"69,000", -44%,https://www.lazada.vn/products/pdp-i2685788367-s13142979999.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13142979999%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A69000%3BdisplayPrice%3A69000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/d2fba7d49f4a3a76e962bdcd9331f78c.jpg_400x400q80.jpg,96,(506)
NẾP BẮC CÁI HOA VÀNG TÚI 1KG HÀNG LOẠI 1,"30,765", -49%,https://www.lazada.vn/products/pdp-i2429686507-s11998756135.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11998756135%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A30765%3BdisplayPrice%3A30765%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/c433cf7c71255e998d489eb6b87fb686.png_400x400q80.png,98,(519)
Bếp gas đôi kính công nghệ Nhật Bản,"340,000", -24%,https://www.lazada.vn/products/pdp-i2898678887-s14004754420.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14004754420%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A340000%3BdisplayPrice%3A340000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/9a0a2a213164b39bec1b0fd4abd947b9.png_400x400q80.png,96,(78)
ORICO Type C Fast & Quick Charge Battery Smart Tag 1.5V Lithium Li-ion AAA Battery Rechargeable Bateries,"245,000", -23%,https://www.lazada.vn/products/pdp-i3071908102-s14864230055.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14864230055%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A245000%3BdisplayPrice%3A245000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(42)
Camera IMOU A52P 5M 3K Và A32EP 3M QHD 2K Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,"449,000", -51%,https://www.lazada.vn/products/pdp-i3085951193-s14812434514.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14812434514%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A449000%3BdisplayPrice%3A449000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/4ab46bef9d10f7b065c275aa28f0d548.jpg_400x400q80.jpg,98,(49)
[12-13/9 - XU 20%] Dầu Gội Xả OLD SPICE Nhập Khẩu Mỹ 2IN1 Hương Nước Hoa Cho Nam Thick & Full/ Pure Sport/ Bearglove Chai 650ML,"244,000", -12%,https://www.lazada.vn/products/pdp-i2062313475-s9635464051.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A9635464051%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A244000%3BdisplayPrice%3A244000%3BsinglePromotionId%3A900000051332024%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(756)
Fixodent Original 68g Dental Adhesive for Bridges and Implants Made in USA,"132,000", -34%,https://www.lazada.vn/products/pdp-i2600739693-s12669348330.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A12669348330%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A132000%3BdisplayPrice%3A132000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/a6c003912e8b5daa122572e36ee33313.jpg_400x400q80.jpg,98,(164)
"Áo sơ mi nam tay ngắn,vải lụa mềm mát thấm hút mô hôi, chuẩn form body cực đẹp","34,000", -77%,https://www.lazada.vn/products/pdp-i2568964787-s14850771739.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14850771739%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A34000%3BdisplayPrice%3A34000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/598cb88a44d7aef37c070725c3890615.jpg_400x400q80.jpg,98,(62)
"(SÀNH ĐIỆU) Ví nam Baellery D003, ví da nam đẹp, bóp nam, bóp da nam, ví nam cao cấp thời trang, sang trọng, đẳng cấp, phong cách Hàn Quốc, 2 màu nâu và đen - GINKA","49,740", -59%,https://www.lazada.vn/products/pdp-i342028306-s5777927196.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A5777927196%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A49740%3BdisplayPrice%3A49740%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/4153de42aa710584fb0883de8a699432.jpg_400x400q80.jpg,98,(3376)
"NALLCHEER túi du lịch túi xách du lịch túi kéo du lịch Nữa Túi Hành Lý Túi Du Lịch Túi Đựng Đồ Tách Khô Và Ướt Dung Tích Lớn, Mở Rộng Và Có Thể Thu Vào","77,000", -13%,https://www.lazada.vn/products/pdp-i1382119944-s5725848141.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A5725848141%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A77000%3BdisplayPrice%3A77000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(414)
US Zippo gas-imported genuine product made in USA,"105,600", -4%,https://www.lazada.vn/products/pdp-i1206087963-s4495891568.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A4495891568%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A105600%3BdisplayPrice%3A105600%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(590)
Colla-Juventation Lift 4 Ahc 50ml Anti-Aging Firming Cream and Sleeping Mask,"839,000", -10%,https://www.lazada.vn/products/pdp-i2807533214-s13692078591.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13692078591%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A839000%3BdisplayPrice%3A839000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(63)
"Bánh Gạo Tuyết Got Rice Want Want Phiên Bản Mới Vị Nguyên Bản Gói 113g, Đồ Ăn Vặt Giòn Ngon, Tiện Lợi","25,500",No discount,https://www.lazada.vn/products/pdp-i3133040649-s14960358341.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14960358341%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A25500%3BdisplayPrice%3A25500%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(177)
"(Combo 2 Túi 500g) 1Kg Táo Đỏ Tân Cương Size Trung Loại Ngon Ngọt Chắc Thịt Dùng Nấu Chè Dưỡng Nhan, Trà Thảo Mộc, Chưng Yến, Táo Tàu","96,000", -44%,https://www.lazada.vn/products/pdp-i2808785802-s13697789285.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13697789285%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A96000%3BdisplayPrice%3A96000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/73703aa71f8122f8e6ca4440177a8fb9.png_400x400q80.png,100,(46)
Giá đỡ điện thoại có loa Giá đỡ điện thoại di động 2 trong 1 Giá đỡ điện thoại xoay 360 độ với đế chống trượt âm thanh vòm 9D,"67,312", -62%,https://www.lazada.vn/products/pdp-i3003538919-s14471332554.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14471332554%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A67312%3BdisplayPrice%3A67312%3BsinglePromotionId%3A900000051332024%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/4307f1bba513a1b45cacbd5f58de9543.jpg_400x400q80.jpg,96,(128)
[CHỈ 20H 08-13/9 MUA LÀ CÓ QUÀ] Sữa Bột Enfagrow A+ Neuropro 4 Với 2’-FL HMO Cho Trẻ Từ 2 – 6 Tuổi – 1.7kg,"899,000", -5%,https://www.lazada.vn/products/pdp-i1435298427-s5941662476.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A5941662476%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A899000%3BdisplayPrice%3A899000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(2185)
Set of 2 Palmolive Shower Gel with Milk and Black Orchid Extract 1L,"375,000", -18%,https://www.lazada.vn/products/pdp-i3159086343-s15042771297.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A15042771297%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A375000%3BdisplayPrice%3A375000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(15)
Quạt cầm tay mini tích điện có chân để bàn nhỏ gọn 5 tốc độ gió mát làm lạnh nhanh - Gutek ZR-C01,"138,580", -52%,https://www.lazada.vn/products/pdp-i3107823963-s14881888084.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14881888084%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A138580%3BdisplayPrice%3A138580%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(20)
Thùng 48 hộp sữa tươi tiệt trùng sôcôla nguyên chất TH True Milk 110ml (110ml x 48),"306,200",No discount,https://www.lazada.vn/products/pdp-i1663046532-s7354401657.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A7354401657%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A306200%3BdisplayPrice%3A306200%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(211)
"[EXCLUSIVE 12-13.9] 【NEW】Bobbi Brown Weightless Skin Foundation SPF 15 PA++ | Long-Wear 24 Hour Moisture, Natural Matte, Oil-Control","1,659,000",No discount,https://www.lazada.vn/products/pdp-i321154310-s514420612.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A514420612%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A1659000%3BdisplayPrice%3A1659000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,94,(497)
Kéo học sinh có nắp đậy Thiên Long Điểm 10 TP-SC01,"25,000", -24%,https://www.lazada.vn/products/pdp-i1876724260-s8508900518.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A8508900518%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A25000%3BdisplayPrice%3A25000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(87)
Gutek P301 20000mAh power bank built-in large battery quick charge cord for multiple phone devices,"145,000", -50%,https://www.lazada.vn/products/pdp-i2385573513-s11600285879.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11600285879%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A145000%3BdisplayPrice%3A145000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,96,(742)
Serum INOD khử mùi hôi nách và hôi chân chỉ sau 1 lọ 5ml,"299,000", -34%,https://www.lazada.vn/products/pdp-i1471189959-s6112404021.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A6112404021%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A299000%3BdisplayPrice%3A299000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(474)
"(Combo10) Miếng Xốp Dán Tường Vân Đá PVC Bóng cao cấp 30x60cm có keo sẵn, chống thấm","46,000", -8%,https://www.lazada.vn/products/pdp-i2518474288-s14776840487.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14776840487%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A46000%3BdisplayPrice%3A46000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,https://img.lazcdn.com/g/p/c62cfdce9e5dc8b305eccb0b72ba2ed2.png_400x400q80.png,98,(1103)
[12-13/9 - XU 20%] Xịt Vải DOWNY Khử Mùi Và Chống Khuẩn Hương Nước Hoa Đam Mê/ Huyền Bí/ Nắng Mai Chai 370ML,"102,000", -14%,https://www.lazada.vn/products/pdp-i1891135935-s8583619011.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A8583619011%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A102000%3BdisplayPrice%3A102000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(3199)
Sữa Chống Nắng Anessa Cho Da Nhạy Cảm UV SPF50+/PA++++ 60ml,"527,000", -25%,https://www.lazada.vn/products/pdp-i456936627-s842214081.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A842214081%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A527000%3BdisplayPrice%3A527000%3BsinglePromotionId%3A900000052352222%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(1501)
[12-13.9 | VOUCHER 30% & MUA 3 GIẢM 10%] Giày thể thao nam Nike Initiator - GREY,"2,349,000",No discount,https://www.lazada.vn/products/pdp-i3101856779-s14864126446.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14864126446%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A2349000%3BdisplayPrice%3A2349000%3BsinglePromotionId%3A900000051768079%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,98,(14)
Combo 2 Dầu Gội Johnson's Active Kids Shiny Drops Shampoo Cho Bé Gái - Dung tích 500mlx2,"224,000", -12%,https://www.lazada.vn/products/pdp-i2302496723-s11180198118.html?pvid=3bc24c63-f954-4926-ba1f-e7948a0bb978&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A11180198118%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3A3bc24c63-f954-4926-ba1f-e7948a0bb978%3BoriginPrice%3A224000%3BdisplayPrice%3A224000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734813798,No image,100,(624)
